p1 p2 p3
-0.731 -0.325 0
0.876 0.603 1
1.186 0.419 0
0.467 -0.386 1
0.211 -0.432 1
-0.204 1.215 0
1.158 -0.287 0
0.455 -0.892 1
-0.268 -0.997 0
-0.407 1.221 0
-0.141 0.475 0
-0.755 1.035 1
0.020 -0.611 1
-0.327 1.919 0
-0.415 -0.441 0
0.690 1.467 1
1.147 1.689 1
-0.999 1.827 1
-0.146 -0.295 1
-0.470 1.035 1
1.743 0.087 1
1.760 1.352 0
-0.927 1.208 0
0.061 1.591 1
1.660 1.659 0
1.026 0.457 0
1.206 1.588 1
0.802 1.876 1
0.639 0.033 0
0.428 1.328 0
0.438 0.252 1
-0.839 1.185 1
1.975 -0.939 1
1.817 1.038 1
0.843 -0.837 0
1.100 -0.963 0
0.189 -0.516 0
0.935 1.217 0
-0.950 -0.494 0
-0.196 -0.160 1
0.686 -0.401 1
0.077 1.718 0
1.911 0.355 0
1.347 1.556 0
-0.570 0.923 0
1.762 -0.720 1
1.168 -0.660 1
1.360 1.371 0
0.606 0.865 0
1.399 0.200 1
1.116 1.312 1
-0.306 0.359 1
0.289 -0.613 1
-0.052 1.997 0
0.274 -0.987 1
-0.911 1.150 1
-0.893 1.674 0
0.597 1.077 0
-0.951 0.739 0
-0.158 1.594 1
1.913 1.801 1
1.418 -0.595 1
0.404 0.008 1
-0.528 -0.566 0
1.447 1.397 1
-0.958 1.164 0
0.525 1.227 0
0.386 1.966 0
0.006 0.314 0
0.320 -0.570 1
-0.515 -0.639 1
1.547 1.707 1
0.109 1.293 0
-0.007 0.832 1
1.914 0.592 0
1.140 -0.935 0
0.161 1.630 1
-0.642 1.221 0
1.665 -0.003 0
1.239 0.004 0
1.128 1.843 0
-0.068 -0.661 1
1.477 0.204 0
-0.526 0.708 0
0.193 1.340 0
-0.876 0.481 1
1.647 -0.934 0
0.697 1.251 0
1.431 -0.916 0
-0.104 1.167 1
-0.306 0.322 0
0.648 0.264 0
1.472 -0.739 1
1.433 -0.197 1
1.024 -0.730 1
1.623 0.598 0
1.166 0.943 0
0.810 0.353 1
1.602 0.428 1
0.142 1.993 0
1.256 1.761 0
-0.344 0.001 0
-0.389 1.203 1
0.612 1.747 0
0.037 0.567 0
0.823 -0.178 0
0.127 1.558 0
0.995 0.377 0
-0.971 -0.898 1
1.052 -0.554 1
0.779 0.679 0
1.477 0.291 1
1.637 -0.339 1
0.639 -0.276 1
0.418 1.639 1
0.131 0.451 0
1.826 1.763 1
0.102 1.398 1
0.786 0.069 1
-0.411 -0.956 1
1.780 0.816 1
1.850 -0.238 1
1.178 1.819 0
0.700 1.143 1
1.573 0.782 0
1.844 -0.663 1
1.113 0.631 1
1.207 1.378 1
-0.164 1.847 1
1.270 0.528 1
2.000 -0.199 0
-0.596 1.601 1
-0.580 -0.915 1
-0.798 0.300 1
1.799 -0.152 0
-0.188 0.552 0
0.065 1.126 1
-0.729 0.838 1
0.698 0.178 0
-0.163 0.528 1
-0.932 -0.179 1
0.327 -0.785 1
-0.231 -0.244 1
-0.557 1.046 1
-0.052 1.910 1
1.111 0.061 0
1.643 -0.235 0
0.813 0.516 1
-0.888 -0.308 0
0.920 0.228 1
1.171 -0.719 0
1.024 -0.101 1
1.523 0.683 0
-0.728 -0.544 0
-0.906 1.933 1
1.703 -0.619 0
-0.634 -0.709 0
0.575 1.043 0
-0.291 0.572 1
-0.297 0.036 0
0.715 1.480 0
-0.209 -0.494 0
1.533 -0.060 1
0.765 1.493 0
0.200 0.434 1
0.107 0.254 0
1.975 -0.668 1
-0.815 1.604 1
-0.327 -0.773 0
-0.405 -0.752 1
0.997 1.268 0
1.482 1.111 0
0.874 -0.510 1
0.885 0.674 1
0.784 1.154 1
1.063 1.309 0
0.099 1.074 0
1.830 0.607 1
1.411 -0.046 0
-0.110 0.716 0
-0.132 0.719 1
0.170 -0.325 0
1.507 0.852 0
-0.850 -0.259 0
1.588 1.723 1
0.201 -0.269 1
0.924 1.923 1
0.916 1.347 1
0.221 1.603 0
0.442 -0.485 0
-0.597 -0.203 0
-0.183 1.717 0
1.953 -0.233 0
1.300 1.324 0
0.240 1.325 1
0.707 0.928 1
1.857 1.177 0
-0.261 1.676 1
0.953 1.249 0
-0.676 0.607 0
-0.435 1.020 0
0.943 1.979 1
0.951 0.863 1
0.966 0.607 0
1.926 1.369 1
1.987 0.196 1
-0.805 1.688 0
-0.848 0.670 0
0.683 -0.146 0
1.499 -0.489 1
-0.129 1.129 0
1.288 1.090 0
0.130 1.327 0
-0.667 0.999 0
-0.946 -0.849 1
-0.662 -0.614 1
1.788 1.528 0
1.229 1.289 0
0.372 0.939 0
-0.514 0.967 0
0.063 -0.246 0
1.482 1.234 0
-0.322 0.566 1
-0.192 1.794 1
0.919 1.523 1
0.612 1.574 0
1.712 -0.338 1
-0.068 0.054 0
0.539 -0.758 1
1.026 0.605 0
-0.229 1.079 1
0.710 0.820 0
2.000 -0.125 0
1.687 -0.154 1
-0.627 1.557 1
-0.117 1.721 0
0.929 0.607 0
0.780 -0.295 1
1.926 1.394 1
1.748 1.611 1
0.179 -0.488 1
0.379 0.143 1
-0.608 1.107 0
1.822 -0.772 0
-0.509 -0.781 0
1.114 0.347 0
0.958 0.105 0
0.514 -0.129 1
-0.838 0.580 0
1.836 0.391 1
1.696 0.349 1
0.786 0.056 1
-0.292 1.337 0
1.287 1.904 1
1.236 0.025 0
1.823 1.192 0
0.539 -0.215 0
1.763 1.737 0
0.431 1.208 0
0.700 1.242 0
0.616 0.442 0
-0.218 -0.367 1
0.021 1.526 1
-0.954 0.391 1
1.126 0.717 0
-0.249 1.886 1
1.302 -0.168 0
-0.287 -0.288 1
1.142 0.573 0
-0.366 0.016 0
-0.207 0.866 1
-0.558 1.836 1
1.293 -0.806 0
-0.384 -0.570 1
1.902 0.925 1
1.529 1.614 1
0.433 -0.346 0
0.771 -0.909 0
1.590 -0.473 1
0.492 -0.213 1
0.300 0.583 0
-0.272 0.184 1
1.044 1.080 0
1.739 0.652 0
0.193 1.833 0
0.340 1.783 1
0.338 0.547 1
1.233 -0.274 0
-0.372 0.146 1
0.346 1.518 0
1.100 1.112 0
0.160 0.418 1
0.014 1.816 0
1.044 1.241 1
0.184 0.850 1
0.592 -0.310 1
-0.686 1.362 1
0.952 -0.308 0
0.330 -0.610 0
0.160 -0.273 1
0.712 1.193 0
0.477 -0.833 1
1.833 0.585 0
0.716 0.604 0
-0.716 0.270 0
-0.418 -0.814 1
-0.787 -0.825 0
1.001 0.950 1
0.658 -0.220 1
0.453 1.156 0
0.877 -0.544 0
0.310 0.617 0
-0.314 1.796 0
0.163 0.039 0
-0.212 -0.053 0
1.162 -0.654 1
0.109 0.947 1
0.342 -0.980 1
0.131 1.056 0
1.965 0.433 0
0.224 -0.913 0
0.843 -0.825 0
0.980 -0.256 0
0.681 1.396 0
1.548 0.954 0
1.405 0.132 0
-0.035 1.198 0
0.496 1.643 0
1.490 -0.153 0
-0.675 -0.256 0
1.937 -0.508 1
-0.516 0.137 1
0.012 1.282 1
1.122 1.750 1
-0.362 -0.745 1
0.275 1.064 0
-0.701 0.668 1
0.202 1.448 1
1.364 0.338 0
0.719 0.496 1
-0.574 1.968 0
1.530 0.356 1
0.633 -0.516 1
1.559 -0.936 1
-0.978 -0.633 1
0.289 1.881 0
1.852 -0.013 1
1.091 1.620 1
0.939 -0.062 0
1.555 -0.014 1
-0.014 -0.633 1
0.832 0.905 0
1.918 0.312 1
-0.043 -0.143 0
1.217 0.031 1
1.190 -0.786 1
-0.745 1.340 0
0.346 1.567 0
0.622 0.942 0
-0.871 -0.934 0
-0.532 0.763 1
1.464 0.747 1
0.829 0.285 0
-0.167 1.869 0
1.965 -0.122 1
-0.394 0.247 1
-0.309 0.134 1
0.376 -0.415 0
-0.291 0.202 1
0.292 -0.191 1
0.947 1.119 1
-0.611 1.400 1
-0.114 -0.856 0
1.928 -0.271 0
-0.105 -0.908 1
-0.277 -0.612 0
1.568 -0.334 0
-0.522 0.526 0
1.053 1.793 0
1.118 -0.821 1
-0.614 0.953 1
-0.874 1.606 1
1.828 -0.482 0
0.872 1.624 0
1.192 0.080 1
1.947 1.934 0
-0.817 0.787 1
-0.498 1.464 1
-0.273 1.676 1
1.571 -0.306 0
1.304 1.007 1
-0.584 -0.005 0
0.286 -0.407 1
1.849 -0.041 0
-0.736 1.140 0
-0.424 1.736 1
-0.612 -0.428 0
0.523 0.361 0
0.694 1.372 0
1.169 1.094 1
1.441 1.909 0
1.887 -0.250 0
-0.556 -0.224 0
0.268 1.033 0
1.407 1.122 1
1.462 -0.132 1
1.256 1.983 0
0.503 0.737 1
-0.528 -0.381 0
-0.347 0.010 0
0.426 -0.155 0
0.726 0.280 1
-0.290 -0.636 1
-0.575 -0.304 1
0.473 0.101 0
-0.323 1.293 0
1.751 1.540 0
-0.037 0.332 0
0.803 1.049 0
-0.347 0.627 0
0.446 -0.778 0
1.340 -0.118 0
0.381 1.207 1
0.171 1.022 1
-0.465 -0.959 0
-0.814 1.530 0
0.390 0.982 1
-0.359 -0.224 0
0.317 -0.154 1
-0.647 0.352 0
-0.094 0.337 1
-0.976 0.406 1
1.308 0.381 1
1.581 1.975 0
-0.442 1.458 0
1.506 -0.680 1
-0.084 -0.060 1
0.168 1.253 1
1.197 1.418 0
-0.839 1.481 0
-0.895 1.042 0
1.631 1.927 1
0.565 1.848 1
0.618 -0.927 1
1.059 -0.905 1
-0.621 -0.709 0
-0.043 -0.402 1
0.729 0.173 0
-0.148 1.061 0
1.373 0.866 1
1.893 0.410 0
0.236 -0.592 1
0.115 1.126 0
-0.201 1.057 0
1.779 1.580 0
0.434 1.630 0
1.699 0.364 0
-0.268 -0.171 0
0.579 0.627 0
-0.159 -0.419 0
1.344 1.405 0
1.800 -0.633 1
1.477 -0.042 0
1.866 1.557 1
-0.652 -0.900 0
1.856 -0.256 0
-0.452 1.535 1
0.472 1.076 1
-0.772 0.190 1
1.640 -0.410 1
0.422 0.545 0
0.842 -0.455 1
0.392 -0.029 1
0.449 1.757 1
1.950 -0.940 1
0.053 0.928 1
1.802 -0.038 1
0.801 -0.015 0
1.874 0.712 1
-0.268 -0.590 0
1.645 0.570 0
1.104 0.572 1
1.488 1.351 1
-0.268 -0.935 0
1.994 1.759 0
-0.679 1.036 0
-0.687 -0.281 0
-0.205 -0.478 0
0.479 -0.287 0
1.636 0.783 0
1.754 1.111 0
0.215 1.633 0
1.952 0.507 1
0.124 1.777 0
-0.224 -0.953 0
1.511 0.140 1
-0.847 -0.231 0
0.414 -0.797 0
1.564 0.933 0
0.092 -0.662 0
0.379 0.353 1
0.359 1.136 0
1.191 1.733 1
0.919 0.746 0
-0.852 1.998 1
0.699 -0.796 1
0.287 1.631 0
-0.821 1.771 0
-0.133 -0.998 1
-0.270 1.260 1
1.704 1.703 0
-0.055 -0.624 1
0.500 0.882 1
1.971 0.044 0
-0.818 1.576 1
0.846 1.747 0
1.232 1.046 0
1.830 0.853 1
-0.981 -0.895 1
0.736 -0.043 0
0.137 1.457 1
-0.732 0.206 1
1.732 1.028 1
1.353 1.636 0
-0.156 0.300 1
-0.528 -0.492 1
0.730 -0.358 1
1.996 0.637 1
1.205 -0.351 1
-0.484 -0.275 0
0.974 -0.533 1
-0.819 -0.301 1
1.962 0.134 1
1.029 1.040 0
0.650 0.908 0
0.317 -0.881 0
0.410 0.606 1
0.862 1.528 0
1.833 0.930 0
0.367 -0.585 0
1.067 -0.193 0
1.758 0.818 1
-0.849 1.718 0
-0.484 -0.004 1
1.342 0.033 0
1.011 -0.237 0
0.457 0.345 0
1.837 -0.176 1
1.198 0.802 0
-0.859 -0.897 0
1.491 1.441 1
0.961 0.083 1
-0.181 0.521 1
1.555 0.134 1
1.550 1.858 1
0.739 -0.151 1
0.279 0.154 0
1.216 1.375 1
0.152 1.337 0
1.912 -0.249 0
1.208 -0.114 1
-0.691 0.234 1
1.705 0.173 0
-0.223 1.640 0
-0.542 0.791 1
0.908 -0.328 0
1.172 1.887 0
1.851 1.257 1
0.771 -0.502 1
0.643 1.876 1
1.737 -0.116 1
-0.457 0.900 1
-0.559 -0.141 0
0.366 0.920 0
1.475 -0.872 0
1.815 0.085 0
1.987 -0.384 0
1.817 1.433 0
0.015 0.804 0
1.852 0.222 1
1.818 0.064 0
1.292 0.266 0
1.210 0.987 0
-0.271 -0.729 0
0.895 -0.278 0
1.311 0.162 1
-0.200 0.305 1
0.075 0.420 0
0.405 1.997 0
0.281 1.415 0
0.081 0.611 0
-0.258 1.741 1
-0.579 0.852 0
-0.836 1.545 1
0.572 0.645 0
1.471 -0.135 1
1.572 1.473 1
1.145 -0.041 1
1.681 -0.296 0
-0.442 1.643 0
-0.288 0.933 0
1.300 1.620 1
0.369 0.307 0
0.521 1.816 1
1.579 0.862 1
-0.743 1.713 1
1.823 0.859 1
0.768 1.681 0
0.472 1.113 1
1.869 -0.688 0
0.117 -0.674 0
-0.738 -0.245 1
1.907 1.425 0
0.875 1.047 1
-0.120 1.891 0
0.189 -0.553 0
1.293 -0.905 1
0.573 -0.230 0
0.963 0.629 0
-0.379 0.719 1
-0.407 0.641 0
-0.519 0.221 1
0.109 1.169 1
1.189 -0.244 0
-0.008 -0.528 0
1.006 1.696 0
0.612 1.364 0
0.745 -0.367 1
0.563 0.550 1
-0.889 0.715 1
-0.008 1.954 1
0.030 1.979 1
0.937 -0.941 0
1.982 1.685 1
0.656 1.235 1
1.339 0.646 1
1.965 0.075 1
0.692 -0.432 1
1.567 0.726 0
1.191 1.375 1
1.388 1.227 0
-0.128 0.550 1
0.910 0.835 1
0.994 1.462 0
0.503 1.366 1
-0.628 -0.296 0
0.759 1.523 0
1.710 1.425 1
0.827 -0.766 1
1.934 -0.339 1
1.744 1.978 0
0.525 0.672 1
-0.231 0.126 0
1.854 1.273 1
-0.283 -0.729 0
1.513 1.167 1
0.291 0.561 0
-0.349 -0.721 1
-0.582 1.034 0
1.304 1.093 0
1.578 1.948 1
0.731 0.977 0
0.143 1.118 0
0.749 -0.475 0
0.705 -0.753 0
1.059 1.885 1
1.412 -0.737 0
0.589 0.094 1
-0.699 1.646 0
1.819 -0.590 0
1.632 1.766 1
-0.880 1.650 0
0.218 1.217 0
-0.916 -0.485 0
1.765 0.146 1
0.861 -0.066 1
0.197 0.591 1
-0.514 1.386 0
1.997 -0.190 0
0.219 0.243 1
-0.466 0.619 1
1.875 -0.904 0
0.401 -0.279 1
0.158 -0.905 1
1.747 -0.958 1
1.993 0.276 0
-0.392 1.064 0
-0.138 0.898 0
0.244 0.157 0
-0.865 1.776 1
0.470 -0.087 0
-0.595 0.614 0
-0.011 -0.519 0
1.821 0.338 0
0.726 -0.102 0
0.418 1.430 1
-0.835 0.423 0
-0.543 -0.742 1
1.674 -0.129 1
-0.248 1.418 0
-0.153 -0.055 0
-0.993 -0.945 1
1.832 1.572 0
0.147 0.208 1
-0.334 0.232 0
0.655 -0.864 1
1.607 1.297 1
1.901 1.653 0
0.471 1.359 1
-0.523 1.463 1
0.962 1.566 1
-0.469 0.493 1
1.006 1.955 0
1.100 1.223 1
-0.917 0.786 0
1.445 1.024 0
0.565 1.872 1
0.378 0.489 0
-0.957 -0.081 0
0.606 1.765 0
1.667 0.851 0
1.052 -0.110 1
-0.527 -0.849 1
1.198 0.123 0
-0.280 -0.812 0
1.416 1.279 1
0.223 -0.445 1
-0.702 -0.938 0
1.686 0.401 0
-0.009 0.397 1
1.035 0.763 1
1.533 0.766 1
1.751 0.898 0
0.182 -0.461 1
-0.795 0.624 0
0.755 -0.690 0
0.989 -0.357 1
1.954 1.225 1
1.252 -0.119 1
1.706 -0.678 0
-0.970 0.819 1
1.492 0.861 0
0.583 -0.172 0
0.682 0.656 1
-0.275 0.501 0
1.869 -0.589 1
-0.840 1.986 1
0.201 0.051 0
0.815 -0.680 1
1.715 0.059 1
1.170 0.761 0
1.670 0.805 0
0.596 -0.874 0
0.882 0.881 1
-0.315 -0.883 1
0.053 0.435 0
0.587 1.660 1
-0.890 1.505 1
1.337 -0.763 0
1.535 1.349 0
1.195 0.219 1
-0.303 -0.217 1
1.976 1.197 1
1.190 -0.490 0
-0.616 0.321 1
0.161 -0.544 0
0.344 0.627 0
1.647 -0.897 0
0.338 0.374 1
-0.092 1.820 1
1.736 0.377 1
0.758 -0.798 1
1.132 1.340 0
0.902 -0.605 1
-0.328 0.189 1
-0.735 0.437 1
0.394 0.406 1
1.328 1.587 0
1.558 0.359 1
1.463 1.659 0
0.978 1.644 0
0.261 -0.641 1
-0.642 1.406 0
-0.129 1.610 1
-0.377 1.684 0
1.329 0.896 0
-0.744 -0.263 1
0.896 -0.414 1
-0.373 1.379 1
0.385 0.273 0
-0.672 0.314 0
1.501 1.105 0
1.507 1.469 1
-0.831 -0.881 0
-0.799 1.324 0
0.872 1.574 0
1.671 0.250 1
-0.022 0.286 0
-0.270 1.840 0
-0.918 1.957 1
-0.918 -0.759 0
-0.669 0.515 1
1.653 -0.509 0
0.761 -0.561 1
0.925 1.849 0
1.633 0.101 0
0.267 -0.870 0
-0.238 1.094 1
0.274 -0.962 1
1.850 -0.435 1
0.092 -0.502 1
1.824 0.551 0
0.759 1.992 1
0.165 1.312 0
1.533 -0.110 1
1.244 1.663 0
1.231 1.786 1
0.653 1.306 1
1.555 -0.174 0
1.540 -0.831 0
0.432 0.048 0
-0.057 0.733 0
-0.657 0.712 1
-0.879 0.367 0
0.658 -0.368 0
1.888 1.665 0
0.970 0.512 1
1.949 0.775 1
1.427 0.278 1
1.228 1.733 0
-0.934 -0.590 1
-0.792 0.800 1
1.146 -0.719 0
-0.741 -0.211 1
-0.517 1.482 1
1.974 0.405 0
0.779 0.161 0
0.500 0.573 0
1.962 0.356 1
1.876 1.776 1
0.511 -0.675 0
-0.641 0.382 0
0.798 -0.116 1
0.765 1.986 1
1.416 1.736 1
1.797 1.735 1
-0.488 0.807 1
0.382 -0.335 0
0.123 -0.421 0
1.001 0.038 1
0.509 1.421 0
0.025 0.666 1
0.484 0.928 1
0.045 -0.746 1
-0.247 0.246 1
-0.790 1.728 0
0.241 0.413 1
0.558 -0.431 0
1.429 0.688 1
-0.653 0.148 0
0.689 -0.115 0
-0.609 -0.943 1
1.612 -0.290 0
1.396 -0.555 0
0.347 1.086 0
-0.713 0.348 0
0.930 -0.503 0
-0.455 -0.975 0
-0.378 0.312 1
0.540 1.292 0
1.236 0.124 1
0.866 0.853 1
1.477 0.081 1
0.670 -0.368 0
1.270 0.220 0
1.990 0.112 1
-0.902 1.800 1
-0.916 -0.337 0
0.329 -0.363 1
0.768 1.878 0
1.558 0.433 1
0.745 -0.095 1
0.932 1.116 1
0.941 0.780 0
1.487 -0.835 0
0.838 0.763 1
1.484 1.952 0
0.806 1.669 1
1.738 -0.930 1
1.437 -0.798 1
-0.049 -0.334 0
1.880 0.287 1
-0.950 -0.223 1
0.172 0.406 1
-0.484 -0.337 0
1.572 1.929 1
-0.280 -0.861 1
1.895 1.449 0
1.254 0.907 0
-0.156 0.115 1
1.266 0.895 0
-0.654 0.962 1
1.794 1.584 0
1.881 -0.749 0
0.097 0.343 1
0.821 1.796 0
1.989 0.766 1
1.758 0.300 0
1.175 -0.999 1
-0.160 0.691 1
-0.421 -0.916 0
1.104 0.449 1
-0.316 0.276 0
0.810 0.944 1
1.860 1.390 0
-0.229 0.770 0
0.700 1.131 1
1.693 0.074 1
1.351 0.424 1
0.500 0.894 1
1.852 0.752 0
-0.325 0.488 0
1.460 1.484 0
0.587 1.672 1
1.991 -0.788 0
1.829 1.149 0
-0.852 1.086 0
0.550 0.845 0
-0.141 1.141 1
1.786 0.242 0
-0.397 0.639 0
-0.203 -0.290 0
0.751 0.392 0
0.398 -0.159 0
-0.104 1.105 0
0.292 -0.216 0
1.186 -0.296 0
1.404 0.576 0
1.659 -0.330 1
0.218 1.476 1
-0.427 -0.626 1
0.102 1.299 0
1.743 0.408 0
1.650 1.748 1
-0.128 -0.079 1
1.010 0.750 1
-0.112 -0.051 1
-0.781 -0.214 0
-0.729 0.751 0
1.535 1.226 1
-0.609 -0.857 0
0.775 1.662 0
1.842 0.829 1
1.640 -0.756 0
0.771 1.733 0
-0.941 0.008 1
1.216 1.338 1
0.511 -0.786 1
0.435 0.015 1
-0.632 0.675 1
1.244 1.354 1
1.221 -0.903 0
0.346 1.506 0
1.220 0.404 0
-0.333 1.506 0
-0.599 -0.921 1
1.689 0.614 0
0.023 -0.509 0
0.782 0.645 0
0.901 0.233 1
0.538 0.303 1
-0.261 1.454 1
0.106 0.513 1
-0.537 -0.809 0
0.523 -0.243 0
0.555 -0.298 1
1.048 0.405 0
1.383 -0.198 1
0.496 -0.950 0
0.543 -0.804 1
0.570 -0.159 0
1.180 -0.191 1
-0.803 -0.187 0
-0.667 1.122 1
0.857 0.227 0
1.261 0.507 1
1.922 1.897 0
0.778 1.555 1
1.984 -0.474 1
0.588 0.414 0
-0.809 -0.958 1
-0.382 1.123 1
-0.420 0.925 1
0.348 -0.061 1
1.411 0.546 0
0.149 1.679 1
-0.503 -0.504 0
-0.386 -0.955 1
0.544 0.926 1
0.890 1.963 1
1.476 0.870 0
-0.985 -0.085 1
-0.224 -0.411 1
-0.752 1.272 1
-0.187 -0.102 0
0.404 -0.374 0
0.180 1.500 1
1.187 -0.876 0
1.026 0.321 1
-0.478 -0.195 1
1.388 1.843 0
-0.109 -0.073 1
1.523 0.436 0
1.664 0.305 1
1.249 -0.308 1
1.435 1.643 0
0.268 1.760 1
0.350 0.867 0
0.506 1.677 0
1.447 1.459 0
1.444 1.702 0
-0.014 1.788 0
0.453 0.650 1
-0.219 0.447 1
1.126 0.224 1
1.536 0.584 1
-0.389 1.351 1
-0.824 1.237 0
-0.055 -0.488 1
-0.816 -0.335 1
1.386 0.077 0
-0.070 1.682 1
-0.249 -0.362 0
0.006 0.992 0
-0.258 -0.655 1
-0.440 -0.478 0
-0.715 -0.765 0
0.630 -0.248 1
-0.138 0.565 1
0.474 -0.947 0
0.844 1.152 0
1.908 1.018 0
1.822 1.698 1
1.635 1.794 1
0.946 -0.870 1
1.581 -0.581 0
1.252 -0.070 1
1.228 -0.847 0
0.999 -0.533 1
0.945 -0.191 1
1.002 -0.665 0
1.327 0.091 0
1.965 -0.320 1
1.520 0.926 0
0.814 -0.458 1
-0.438 0.795 0
1.031 -0.822 0
0.712 -0.931 0
0.984 1.403 1
0.784 1.339 1
-0.731 -0.078 0
1.484 -0.246 0
-0.969 -0.340 0
0.735 0.352 0
-0.691 0.098 0
0.021 1.390 0
0.362 1.608 1
1.711 0.685 0
-0.996 1.781 0
-0.602 1.940 0
0.939 -0.235 1
0.230 -0.919 0
-0.906 -0.401 1
1.244 1.589 1
1.949 0.540 1
0.699 1.834 0
0.875 1.405 0
-0.589 1.410 1
-0.535 0.896 0
1.082 0.464 0
-0.134 -0.061 1
-0.360 1.034 0
0.116 0.016 0
1.564 0.378 1
-0.526 0.498 0
-0.774 1.312 0
-0.245 0.977 0
0.219 0.539 0
-0.337 -0.400 0
1.690 -0.015 0
0.123 -0.594 0
-0.324 -0.868 0
-0.383 1.653 0
0.437 1.350 0
0.515 1.156 1
0.788 1.231 1
-0.589 1.620 1
0.431 0.924 0
0.451 -0.032 1
1.294 1.466 1
0.673 -0.315 0
-0.142 -0.884 0
1.337 -0.861 1
-0.508 1.688 1
0.257 -0.077 0
0.790 1.888 0
1.137 -0.815 1
-0.100 0.639 0
0.903 1.963 1
0.858 -0.575 0
0.035 -0.484 0
-0.075 0.615 1
-0.094 0.658 0
1.914 0.802 0
-0.893 -0.907 0
-0.470 1.134 1
0.786 -0.252 0
-0.302 1.648 1
0.981 -0.897 0
0.901 0.603 1
-0.050 0.529 0
-0.493 1.815 0
0.509 1.619 0
1.111 -0.013 1
-0.639 1.520 1
0.860 1.044 1
1.432 1.270 0
1.790 -0.532 0
0.204 0.129 0
-0.838 -0.369 1
-0.954 -0.090 0
-0.209 0.123 0
1.553 -0.683 1
1.379 1.094 1
0.871 -0.723 1
0.853 1.580 0
1.038 1.271 0
1.694 1.841 1
1.313 1.670 1
-0.727 1.692 1
0.510 0.065 1
1.182 0.835 0
0.335 0.605 0
1.570 1.198 0
1.711 0.328 1
-0.527 -0.738 1
0.122 0.491 0
1.150 1.396 0
0.937 1.911 1
0.417 -0.806 0
0.749 -0.709 0
-0.022 0.804 1
0.706 1.557 1
1.757 1.262 1
0.845 0.190 1
-0.763 -0.171 0
-0.575 -0.440 0
1.788 1.318 0
0.262 1.261 0
1.003 1.434 0
1.058 -0.560 0
-0.970 1.103 0
1.741 -0.865 0
-0.095 1.805 1
-0.210 0.604 0
-0.112 -0.088 1
-0.423 0.663 1
0.794 1.015 1
-0.305 -0.985 0
1.327 0.264 0
0.291 0.586 0
-0.588 0.695 0
0.402 1.858 1
-0.469 0.567 0
0.288 0.201 0
1.054 0.695 0
-0.236 -0.793 1
0.574 1.783 0
1.532 1.025 1
-0.760 0.757 0
1.520 0.692 0
0.087 1.098 0
-0.791 0.467 0
1.376 1.177 0
0.968 -0.836 1
0.921 -0.414 1
1.391 1.489 1
-0.575 -0.526 1
-0.374 -0.635 0
-0.184 -0.123 1
-0.291 0.276 0
-0.426 1.054 0
0.901 0.591 1
0.069 -0.178 1
-0.985 -0.097 0
-0.105 1.882 1
1.756 -0.640 0
-0.801 0.161 1
1.049 1.999 0
0.019 0.142 0
1.377 0.080 0
-0.387 -0.807 1
-0.891 0.416 0
0.797 0.907 0
-0.163 0.713 1
0.274 1.434 0
1.711 0.895 0
-0.030 1.809 0
1.766 1.444 1
-0.633 1.292 0
1.264 0.732 1
1.835 1.698 1
1.017 0.349 1
1.966 1.731 0
1.730 0.445 0
1.909 -0.684 0
0.329 0.056 1
-0.299 1.935 1
0.295 -0.558 1
0.601 -0.042 1
-0.001 1.418 0
0.424 1.978 0
1.033 -0.314 1
0.873 0.144 1
0.546 -0.826 0
-0.125 0.491 1
0.574 -0.637 0
1.911 1.280 0
1.376 0.622 1
0.351 0.325 1
-0.232 0.545 0
0.787 1.330 0
1.454 1.280 0
1.369 1.220 0
-0.642 0.863 0
-0.867 0.478 1
1.963 1.555 0
1.339 0.474 0
0.640 -0.831 0
-0.200 -0.201 1
1.979 1.410 1
1.222 1.604 1
-0.869 0.204 0
-0.471 1.923 1
-0.869 0.031 1
1.204 1.018 0
1.239 0.263 1
1.616 1.701 1
1.270 0.491 0
-0.642 0.678 1
0.928 1.865 0
0.579 -0.125 1
1.138 1.421 0
1.316 1.771 0
0.382 0.418 1
1.827 0.739 0
1.030 -0.329 1
1.927 0.371 0
-0.325 -0.116 1
1.321 -0.186 0
0.466 0.983 0
1.934 0.105 1
0.438 0.449 1
0.247 0.505 1
0.852 -0.347 0
-0.368 -0.172 0
-0.478 0.187 1
0.680 -0.223 1
0.151 -0.800 0
-0.461 1.279 1
-0.333 1.728 0
0.248 -0.185 1
1.550 -0.970 0
-0.936 0.755 0
1.171 -0.077 0
0.804 0.692 0
0.121 1.108 0
1.170 0.774 0
1.551 1.512 0
1.088 1.038 1
1.495 0.618 0
-0.960 -0.257 1
0.214 1.794 0
0.397 0.705 0
0.523 -0.367 1
1.751 1.626 1
-0.875 -0.715 0
1.249 -0.567 1
0.946 1.785 1
1.930 0.608 0
-0.532 0.393 1
-0.948 0.520 0
1.061 -0.076 1
-0.570 0.763 1
0.317 -0.918 0
0.768 1.484 0
-0.615 1.792 1
-0.008 1.720 1
-0.698 0.536 0
0.584 1.731 0
-0.673 0.684 1
0.913 1.331 1
1.275 1.829 1
-0.428 0.225 1
0.849 -0.880 1
-0.291 0.338 1
1.976 1.592 1
0.362 1.151 0
0.137 1.506 0
1.790 0.036 0
0.702 -0.324 0
0.807 0.584 1
0.263 -0.194 1
